REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2021/07/01 00:30:00,5773.26,176.45,TRADE
QLD1,2021/07/01 01:00:00,5638.47,72.48,TRADE
QLD1,2021/07/01 01:30:00,5536.6,61.19,TRADE
QLD1,2021/07/01 02:00:00,5490.98,67.17,TRADE
QLD1,2021/07/01 02:30:00,5440.09,59.95,TRADE
QLD1,2021/07/01 03:00:00,5404.15,44.51,TRADE
QLD1,2021/07/01 03:30:00,5382.86,37.51,TRADE
QLD1,2021/07/01 04:00:00,5388.42,37.62,TRADE
QLD1,2021/07/01 04:30:00,5408.7,47.45,TRADE
QLD1,2021/07/01 05:00:00,5494.41,46.39,TRADE
QLD1,2021/07/01 05:30:00,5748.93,53.04,TRADE
QLD1,2021/07/01 06:00:00,5959.14,41.70,TRADE
QLD1,2021/07/01 06:30:00,6328.69,49.02,TRADE
QLD1,2021/07/01 07:00:00,6544.69,69.05,TRADE
QLD1,2021/07/01 07:30:00,6775.2,81.75,TRADE
QLD1,2021/07/01 08:00:00,6738.75,40.52,TRADE
QLD1,2021/07/01 08:30:00,6652.54,34.44,TRADE
QLD1,2021/07/01 09:00:00,6497.98,46.79,TRADE
QLD1,2021/07/01 09:30:00,6285.05,80.50,TRADE
QLD1,2021/07/01 10:00:00,5958.44,55.89,TRADE
QLD1,2021/07/01 10:30:00,5744.45,35.30,TRADE
QLD1,2021/07/01 11:00:00,5743.02,64.03,TRADE
QLD1,2021/07/01 11:30:00,5753.84,56.60,TRADE
QLD1,2021/07/01 12:00:00,5777.65,86.49,TRADE
QLD1,2021/07/01 12:30:00,6010.34,87.79,TRADE
QLD1,2021/07/01 13:00:00,6156.35,91.57,TRADE
QLD1,2021/07/01 13:30:00,6293.56,104.80,TRADE
QLD1,2021/07/01 14:00:00,6353.16,102.50,TRADE
QLD1,2021/07/01 14:30:00,6429.12,136.58,TRADE
QLD1,2021/07/01 15:00:00,6549.55,172.68,TRADE
QLD1,2021/07/01 15:30:00,6587.43,1600.12,TRADE
QLD1,2021/07/01 16:00:00,6708.02,43.58,TRADE
QLD1,2021/07/01 16:30:00,7044.19,126.62,TRADE
QLD1,2021/07/01 17:00:00,7318.51,137.56,TRADE
QLD1,2021/07/01 17:30:00,7538.87,220.97,TRADE
QLD1,2021/07/01 18:00:00,7680.3,170.07,TRADE
QLD1,2021/07/01 18:30:00,7649.85,179.44,TRADE
QLD1,2021/07/01 19:00:00,7566.71,129.34,TRADE
QLD1,2021/07/01 19:30:00,7379.25,80.87,TRADE
QLD1,2021/07/01 20:00:00,7287.51,105.58,TRADE
QLD1,2021/07/01 20:30:00,7314.45,96.37,TRADE
QLD1,2021/07/01 21:00:00,7105.95,96.34,TRADE
QLD1,2021/07/01 21:30:00,6922.51,120.32,TRADE
QLD1,2021/07/01 22:00:00,6796.55,88.43,TRADE
QLD1,2021/07/01 22:30:00,6505.45,116.02,TRADE
QLD1,2021/07/01 23:00:00,6325.89,65.88,TRADE
QLD1,2021/07/01 23:30:00,6091.04,67.81,TRADE
QLD1,2021/07/02 00:00:00,5906.36,60.28,TRADE
QLD1,2021/07/02 00:30:00,5688.7,57.36,TRADE
QLD1,2021/07/02 01:00:00,5554.66,61.23,TRADE
QLD1,2021/07/02 01:30:00,5486.21,50.05,TRADE
QLD1,2021/07/02 02:00:00,5404.92,45.13,TRADE
QLD1,2021/07/02 02:30:00,5321.67,47.99,TRADE
QLD1,2021/07/02 03:00:00,5300.71,39.28,TRADE
QLD1,2021/07/02 03:30:00,5314.02,38.14,TRADE
QLD1,2021/07/02 04:00:00,5297.81,43.88,TRADE
QLD1,2021/07/02 04:30:00,5330.53,50.36,TRADE
QLD1,2021/07/02 05:00:00,5438.29,54.94,TRADE
QLD1,2021/07/02 05:30:00,5636.5,80.23,TRADE
QLD1,2021/07/02 06:00:00,5841.48,59.22,TRADE
QLD1,2021/07/02 06:30:00,6112.47,57.12,TRADE
QLD1,2021/07/02 07:00:00,6391.17,66.94,TRADE
QLD1,2021/07/02 07:30:00,6599.29,77.08,TRADE
QLD1,2021/07/02 08:00:00,6714.91,86.35,TRADE
QLD1,2021/07/02 08:30:00,6723.33,152.66,TRADE
QLD1,2021/07/02 09:00:00,6603.2,112.76,TRADE
QLD1,2021/07/02 09:30:00,6488.3,204.48,TRADE
QLD1,2021/07/02 10:00:00,6373.84,151.46,TRADE
QLD1,2021/07/02 10:30:00,6172.88,107.27,TRADE
QLD1,2021/07/02 11:00:00,6047.06,71.78,TRADE
QLD1,2021/07/02 11:30:00,6000.54,55.51,TRADE
QLD1,2021/07/02 12:00:00,5825.36,39.56,TRADE
QLD1,2021/07/02 12:30:00,5929.35,64.51,TRADE
QLD1,2021/07/02 13:00:00,6044.78,93.73,TRADE
QLD1,2021/07/02 13:30:00,6112.02,93.23,TRADE
QLD1,2021/07/02 14:00:00,6081.14,91.82,TRADE
QLD1,2021/07/02 14:30:00,6221.83,131.79,TRADE
