REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2021/09/01 00:30:00,5475.86,57.70,TRADE
QLD1,2021/09/01 01:00:00,5348.33,61.53,TRADE
QLD1,2021/09/01 01:30:00,5300.89,59.11,TRADE
QLD1,2021/09/01 02:00:00,5214.54,52.16,TRADE
QLD1,2021/09/01 02:30:00,5192.52,49.75,TRADE
QLD1,2021/09/01 03:00:00,5180.55,48.77,TRADE
QLD1,2021/09/01 03:30:00,5165.65,46.31,TRADE
QLD1,2021/09/01 04:00:00,5173.44,48.19,TRADE
QLD1,2021/09/01 04:30:00,5264.41,51.15,TRADE
QLD1,2021/09/01 05:00:00,5355.13,46.61,TRADE
QLD1,2021/09/01 05:30:00,5598.47,55.26,TRADE
QLD1,2021/09/01 06:00:00,5803.42,44.14,TRADE
QLD1,2021/09/01 06:30:00,6124.73,60.35,TRADE
QLD1,2021/09/01 07:00:00,6364.69,86.19,TRADE
QLD1,2021/09/01 07:30:00,6484.94,52.36,TRADE
QLD1,2021/09/01 08:00:00,6349.64,30.21,TRADE
QLD1,2021/09/01 08:30:00,6050.75,33.68,TRADE
QLD1,2021/09/01 09:00:00,5679.5,14.93,TRADE
QLD1,2021/09/01 09:30:00,5373.84,14.43,TRADE
QLD1,2021/09/01 10:00:00,5028.93,2.71,TRADE
QLD1,2021/09/01 10:30:00,4831.61,-1.28,TRADE
QLD1,2021/09/01 11:00:00,4710.51,-1.17,TRADE
QLD1,2021/09/01 11:30:00,4650.97,-13.33,TRADE
QLD1,2021/09/01 12:00:00,4627.56,-8.82,TRADE
QLD1,2021/09/01 12:30:00,4654.88,-10.17,TRADE
QLD1,2021/09/01 13:00:00,4704.32,-15.64,TRADE
QLD1,2021/09/01 13:30:00,4822.14,-8.45,TRADE
QLD1,2021/09/01 14:00:00,5003.75,2.68,TRADE
QLD1,2021/09/01 14:30:00,5199.64,22.34,TRADE
QLD1,2021/09/01 15:00:00,5430.29,28.40,TRADE
QLD1,2021/09/01 15:30:00,5714.5,48.08,TRADE
QLD1,2021/09/01 16:00:00,6066.62,40.60,TRADE
QLD1,2021/09/01 16:30:00,6401.85,57.40,TRADE
QLD1,2021/09/01 17:00:00,6800.76,68.62,TRADE
QLD1,2021/09/01 17:30:00,7042,77.94,TRADE
QLD1,2021/09/01 18:00:00,7265.65,2576.87,TRADE
QLD1,2021/09/01 18:30:00,7414.37,109.76,TRADE
QLD1,2021/09/01 19:00:00,7463.68,65.46,TRADE
QLD1,2021/09/01 19:30:00,7364.77,50.44,TRADE
QLD1,2021/09/01 20:00:00,7210.83,56.47,TRADE
QLD1,2021/09/01 20:30:00,7048.65,50.03,TRADE
QLD1,2021/09/01 21:00:00,6893.42,58.07,TRADE
QLD1,2021/09/01 21:30:00,6718.35,50.33,TRADE
QLD1,2021/09/01 22:00:00,6563.16,49.94,TRADE
QLD1,2021/09/01 22:30:00,6385.6,53.81,TRADE
QLD1,2021/09/01 23:00:00,6205.8,57.06,TRADE
QLD1,2021/09/01 23:30:00,5995.61,55.84,TRADE
QLD1,2021/09/02 00:00:00,5809.37,53.81,TRADE
QLD1,2021/09/02 00:30:00,5648.06,54.82,TRADE
QLD1,2021/09/02 01:00:00,5516.61,49.43,TRADE
QLD1,2021/09/02 01:30:00,5450.74,56.81,TRADE
QLD1,2021/09/02 02:00:00,5356.55,50.73,TRADE
QLD1,2021/09/02 02:30:00,5325.37,53.05,TRADE
QLD1,2021/09/02 03:00:00,5292.82,41.56,TRADE
QLD1,2021/09/02 03:30:00,5290.43,41.45,TRADE
QLD1,2021/09/02 04:00:00,5298,42.55,TRADE
QLD1,2021/09/02 04:30:00,5387.61,43.19,TRADE
QLD1,2021/09/02 05:00:00,5474.66,44.46,TRADE
QLD1,2021/09/02 05:30:00,5660.64,54.22,TRADE
QLD1,2021/09/02 06:00:00,5860.22,42.20,TRADE
QLD1,2021/09/02 06:30:00,6156.38,59.65,TRADE
QLD1,2021/09/02 07:00:00,6361.26,57.11,TRADE
QLD1,2021/09/02 07:30:00,6432.9,30.85,TRADE
QLD1,2021/09/02 08:00:00,6168.46,-0.31,TRADE
QLD1,2021/09/02 08:30:00,5852.24,3.26,TRADE
QLD1,2021/09/02 09:00:00,5682.06,14.98,TRADE
QLD1,2021/09/02 09:30:00,5523.17,37.57,TRADE
QLD1,2021/09/02 10:00:00,5304.71,22.89,TRADE
QLD1,2021/09/02 10:30:00,5146.56,2.08,TRADE
QLD1,2021/09/02 11:00:00,5011.24,-13.87,TRADE
QLD1,2021/09/02 11:30:00,4915.88,-11.91,TRADE
QLD1,2021/09/02 12:00:00,4896.4,-18.73,TRADE
QLD1,2021/09/02 12:30:00,4874.29,-12.35,TRADE
QLD1,2021/09/02 13:00:00,4874.11,-8.48,TRADE
QLD1,2021/09/02 13:30:00,4883.54,-3.10,TRADE
QLD1,2021/09/02 14:00:00,4942.43,6.89,TRADE
QLD1,2021/09/02 14:30:00,5115.09,5.76,TRADE
QLD1,2021/09/02 15:00:00,5348.15,15.57,TRADE
QLD1,2021/09/02 15:30:00,5587.58,12.99,TRADE
QLD1,2021/09/02 16:00:00,5981.21,44.34,TRADE
QLD1,2021/09/02 16:30:00,6337.3,45.09,TRADE
QLD1,2021/09/02 17:00:00,6694.33,65.45,TRADE
QLD1,2021/09/02 17:30:00,6904.7,63.06,TRADE
QLD1,2021/09/02 18:00:00,7217.67,82.07,TRADE
QLD1,2021/09/02 18:30:00,7356.91,91.19,TRADE
QLD1,2021/09/02 19:00:00,7436.93,88.08,TRADE
QLD1,2021/09/02 19:30:00,7265.62,64.84,TRADE
QLD1,2021/09/02 20:00:00,7099.75,66.31,TRADE
QLD1,2021/09/02 20:30:00,7010.79,63.38,TRADE
QLD1,2021/09/02 21:00:00,6902.39,61.76,TRADE
QLD1,2021/09/02 21:30:00,6682.1,56.95,TRADE
QLD1,2021/09/02 22:00:00,6494.96,52.99,TRADE
QLD1,2021/09/02 22:30:00,6349.93,61.81,TRADE
QLD1,2021/09/02 23:00:00,6184.21,59.27,TRADE
QLD1,2021/09/02 23:30:00,5977.67,59.08,TRADE
QLD1,2021/09/03 00:00:00,5747.97,58.51,TRADE
QLD1,2021/09/03 00:30:00,5630.71,56.40,TRADE
QLD1,2021/09/03 01:00:00,5505.81,52.97,TRADE
QLD1,2021/09/03 01:30:00,5417.27,42.61,TRADE
QLD1,2021/09/03 02:00:00,5320.35,39.73,TRADE
QLD1,2021/09/03 02:30:00,5307.46,39.61,TRADE
QLD1,2021/09/03 03:00:00,5289.71,35.14,TRADE
QLD1,2021/09/03 03:30:00,5304.82,40.51,TRADE
QLD1,2021/09/03 04:00:00,5335.76,43.14,TRADE
QLD1,2021/09/03 04:30:00,5379.31,38.23,TRADE
QLD1,2021/09/03 05:00:00,5470.84,47.40,TRADE
QLD1,2021/09/03 05:30:00,5706.89,53.19,TRADE
QLD1,2021/09/03 06:00:00,5910.2,50.73,TRADE
QLD1,2021/09/03 06:30:00,6140.28,51.37,TRADE
QLD1,2021/09/03 07:00:00,6289.68,50.04,TRADE
QLD1,2021/09/03 07:30:00,6415.16,49.61,TRADE
QLD1,2021/09/03 08:00:00,6234.52,35.93,TRADE
QLD1,2021/09/03 08:30:00,6121.03,71.71,TRADE
QLD1,2021/09/03 09:00:00,5976.52,58.67,TRADE
QLD1,2021/09/03 09:30:00,5832.29,46.80,TRADE
QLD1,2021/09/03 10:00:00,5580.92,25.26,TRADE
QLD1,2021/09/03 10:30:00,5456.78,14.77,TRADE
QLD1,2021/09/03 11:00:00,5221.19,20.96,TRADE
QLD1,2021/09/03 11:30:00,5103.94,28.03,TRADE
QLD1,2021/09/03 12:00:00,5045.23,24.44,TRADE
QLD1,2021/09/03 12:30:00,4976.69,34.78,TRADE
QLD1,2021/09/03 13:00:00,4960.19,28.59,TRADE
QLD1,2021/09/03 13:30:00,5024.01,24.76,TRADE
QLD1,2021/09/03 14:00:00,5068.51,39.34,TRADE
QLD1,2021/09/03 14:30:00,5219.95,38.55,TRADE
QLD1,2021/09/03 15:00:00,5410.91,28.93,TRADE
QLD1,2021/09/03 15:30:00,5695.01,47.68,TRADE
QLD1,2021/09/03 16:00:00,6062.33,74.16,TRADE
QLD1,2021/09/03 16:30:00,6401.91,101.96,TRADE
QLD1,2021/09/03 17:00:00,6687.19,79.25,TRADE
QLD1,2021/09/03 17:30:00,6924.54,97.90,TRADE
QLD1,2021/09/03 18:00:00,7132.44,109.47,TRADE
QLD1,2021/09/03 18:30:00,7164.58,140.63,TRADE
QLD1,2021/09/03 19:00:00,7187.37,107.87,TRADE
QLD1,2021/09/03 19:30:00,7056.37,79.95,TRADE
QLD1,2021/09/03 20:00:00,6960.01,64.25,TRADE
QLD1,2021/09/03 20:30:00,6858.45,66.84,TRADE
QLD1,2021/09/03 21:00:00,6725.52,68.06,TRADE
QLD1,2021/09/03 21:30:00,6573.97,59.78,TRADE
QLD1,2021/09/03 22:00:00,6428.77,52.10,TRADE
QLD1,2021/09/03 22:30:00,6327.69,79.18,TRADE
QLD1,2021/09/03 23:00:00,6230.74,67.44,TRADE
QLD1,2021/09/03 23:30:00,5992,65.40,TRADE
QLD1,2021/09/04 00:00:00,5771.58,69.24,TRADE
QLD1,2021/09/04 00:30:00,5657.93,55.77,TRADE
QLD1,2021/09/04 01:00:00,5506.25,54.90,TRADE
QLD1,2021/09/04 01:30:00,5435.91,53.53,TRADE
QLD1,2021/09/04 02:00:00,5356.69,54.31,TRADE
QLD1,2021/09/04 02:30:00,5275.87,49.88,TRADE
