REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2021/06/01 00:30:00,5465.17,107.54,TRADE
QLD1,2021/06/01 01:00:00,5359.53,159.28,TRADE
QLD1,2021/06/01 01:30:00,5266.51,64.59,TRADE
QLD1,2021/06/01 02:00:00,5199.72,64.94,TRADE
QLD1,2021/06/01 02:30:00,5191.31,77.31,TRADE
QLD1,2021/06/01 03:00:00,5133.37,59.78,TRADE
QLD1,2021/06/01 03:30:00,5151.49,53.59,TRADE
QLD1,2021/06/01 04:00:00,5143.06,48.98,TRADE
QLD1,2021/06/01 04:30:00,5198.41,48.08,TRADE
QLD1,2021/06/01 05:00:00,5376.51,56.97,TRADE
QLD1,2021/06/01 05:30:00,5645.06,71.10,TRADE
QLD1,2021/06/01 06:00:00,5937.73,190.71,TRADE
QLD1,2021/06/01 06:30:00,6323.52,145.83,TRADE
QLD1,2021/06/01 07:00:00,6675.03,354.79,TRADE
QLD1,2021/06/01 07:30:00,6799.09,254.71,TRADE
QLD1,2021/06/01 08:00:00,6535.32,140.41,TRADE
QLD1,2021/06/01 08:30:00,6405.67,112.76,TRADE
QLD1,2021/06/01 09:00:00,6025.26,96.14,TRADE
QLD1,2021/06/01 09:30:00,5642.47,120.55,TRADE
QLD1,2021/06/01 10:00:00,5352.76,87.97,TRADE
QLD1,2021/06/01 10:30:00,5263.39,65.65,TRADE
QLD1,2021/06/01 11:00:00,5166.86,60.43,TRADE
QLD1,2021/06/01 11:30:00,5012.4,53.74,TRADE
QLD1,2021/06/01 12:00:00,4974.3,67.13,TRADE
QLD1,2021/06/01 12:30:00,4957,60.34,TRADE
QLD1,2021/06/01 13:00:00,5015.96,61.33,TRADE
QLD1,2021/06/01 13:30:00,5121.69,76.44,TRADE
QLD1,2021/06/01 14:00:00,5259.13,85.98,TRADE
QLD1,2021/06/01 14:30:00,5424.47,108.38,TRADE
QLD1,2021/06/01 15:00:00,5575.9,176.55,TRADE
QLD1,2021/06/01 15:30:00,5811.43,90.78,TRADE
QLD1,2021/06/01 16:00:00,5926.9,197.59,TRADE
QLD1,2021/06/01 16:30:00,6475.14,274.92,TRADE
QLD1,2021/06/01 17:00:00,6808.93,117.88,TRADE
QLD1,2021/06/01 17:30:00,6993.25,2535.29,TRADE
QLD1,2021/06/01 18:00:00,7171.53,2338.07,TRADE
QLD1,2021/06/01 18:30:00,7142.74,2563.23,TRADE
QLD1,2021/06/01 19:00:00,7026.48,2225.77,TRADE
QLD1,2021/06/01 19:30:00,6929.38,169.61,TRADE
QLD1,2021/06/01 20:00:00,6937.18,219.39,TRADE
QLD1,2021/06/01 20:30:00,7035.65,364.25,TRADE
QLD1,2021/06/01 21:00:00,6852.53,235.95,TRADE
QLD1,2021/06/01 21:30:00,6795.99,194.17,TRADE
QLD1,2021/06/01 22:00:00,6554.03,205.75,TRADE
QLD1,2021/06/01 22:30:00,6372.94,256.88,TRADE
QLD1,2021/06/01 23:00:00,6171.16,226.99,TRADE
QLD1,2021/06/01 23:30:00,5884.18,139.89,TRADE
QLD1,2021/06/02 00:00:00,5678.8,122.70,TRADE
QLD1,2021/06/02 00:30:00,5492.97,126.84,TRADE
QLD1,2021/06/02 01:00:00,5402.54,81.69,TRADE
QLD1,2021/06/02 01:30:00,5316.14,72.52,TRADE
QLD1,2021/06/02 02:00:00,5209.19,68.28,TRADE
QLD1,2021/06/02 02:30:00,5186.81,54.03,TRADE
QLD1,2021/06/02 03:00:00,5145.41,49.95,TRADE
QLD1,2021/06/02 03:30:00,5112.13,50.32,TRADE
QLD1,2021/06/02 04:00:00,5152.79,51.67,TRADE
QLD1,2021/06/02 04:30:00,5250.19,56.34,TRADE
QLD1,2021/06/02 05:00:00,5320.36,58.42,TRADE
QLD1,2021/06/02 05:30:00,5594.66,92.14,TRADE
QLD1,2021/06/02 06:00:00,5860.9,136.96,TRADE
QLD1,2021/06/02 06:30:00,6303.89,254.59,TRADE
QLD1,2021/06/02 07:00:00,6633.31,285.67,TRADE
QLD1,2021/06/02 07:30:00,6827.23,260.57,TRADE
QLD1,2021/06/02 08:00:00,6812.78,367.04,TRADE
QLD1,2021/06/02 08:30:00,6431.37,151.79,TRADE
QLD1,2021/06/02 09:00:00,5992.49,96.62,TRADE
QLD1,2021/06/02 09:30:00,5694.16,69.85,TRADE
QLD1,2021/06/02 10:00:00,5471.69,83.28,TRADE
QLD1,2021/06/02 10:30:00,5249.01,79.51,TRADE
QLD1,2021/06/02 11:00:00,5203.52,71.44,TRADE
QLD1,2021/06/02 11:30:00,5200.15,55.30,TRADE
QLD1,2021/06/02 12:00:00,5184.91,56.90,TRADE
QLD1,2021/06/02 12:30:00,5289.83,81.49,TRADE
QLD1,2021/06/02 13:00:00,5492.7,85.61,TRADE
QLD1,2021/06/02 13:30:00,5573.89,77.42,TRADE
QLD1,2021/06/02 14:00:00,5628.52,84.12,TRADE
QLD1,2021/06/02 14:30:00,5656.62,93.66,TRADE
QLD1,2021/06/02 15:00:00,5768.28,103.43,TRADE
QLD1,2021/06/02 15:30:00,6004.3,133.46,TRADE
QLD1,2021/06/02 16:00:00,6282.63,235.18,TRADE
QLD1,2021/06/02 16:30:00,6570.93,190.30,TRADE
QLD1,2021/06/02 17:00:00,6831.69,117.42,TRADE
QLD1,2021/06/02 17:30:00,7027.45,2027.81,TRADE
QLD1,2021/06/02 18:00:00,7100.67,2276.88,TRADE
QLD1,2021/06/02 18:30:00,7052.01,90.57,TRADE
QLD1,2021/06/02 19:00:00,7008.05,192.96,TRADE
QLD1,2021/06/02 19:30:00,6898.25,251.99,TRADE
QLD1,2021/06/02 20:00:00,6903.43,236.77,TRADE
QLD1,2021/06/02 20:30:00,6983.94,208.38,TRADE
QLD1,2021/06/02 21:00:00,6853.83,135.97,TRADE
QLD1,2021/06/02 21:30:00,6693.51,169.58,TRADE
QLD1,2021/06/02 22:00:00,6460.19,118.05,TRADE
QLD1,2021/06/02 22:30:00,6265.97,216.92,TRADE
QLD1,2021/06/02 23:00:00,6009.66,145.72,TRADE
QLD1,2021/06/02 23:30:00,5809.29,136.39,TRADE
QLD1,2021/06/03 00:00:00,5603.01,131.86,TRADE
QLD1,2021/06/03 00:30:00,5372.08,124.97,TRADE
QLD1,2021/06/03 01:00:00,5289.21,103.31,TRADE
QLD1,2021/06/03 01:30:00,5202.73,85.49,TRADE
QLD1,2021/06/03 02:00:00,5130.5,81.22,TRADE
QLD1,2021/06/03 02:30:00,5063.55,72.69,TRADE
QLD1,2021/06/03 03:00:00,5084.35,76.91,TRADE
QLD1,2021/06/03 03:30:00,5081.01,72.92,TRADE
QLD1,2021/06/03 04:00:00,5110.29,73.79,TRADE
QLD1,2021/06/03 04:30:00,5151.71,65.47,TRADE
QLD1,2021/06/03 05:00:00,5230.63,62.36,TRADE
QLD1,2021/06/03 05:30:00,5497.93,70.14,TRADE
QLD1,2021/06/03 06:00:00,5762.57,99.91,TRADE
QLD1,2021/06/03 06:30:00,6162.26,107.44,TRADE
QLD1,2021/06/03 07:00:00,6487.55,97.01,TRADE
QLD1,2021/06/03 07:30:00,6713.22,2201.67,TRADE
QLD1,2021/06/03 08:00:00,6612.31,132.49,TRADE
QLD1,2021/06/03 08:30:00,6476.28,171.51,TRADE
QLD1,2021/06/03 09:00:00,6139.09,114.12,TRADE
QLD1,2021/06/03 09:30:00,5979.73,144.33,TRADE
QLD1,2021/06/03 10:00:00,5671.02,123.05,TRADE
QLD1,2021/06/03 10:30:00,5627.11,112.96,TRADE
QLD1,2021/06/03 11:00:00,5755.43,145.84,TRADE
QLD1,2021/06/03 11:30:00,5928.46,213.97,TRADE
QLD1,2021/06/03 12:00:00,6022.7,278.71,TRADE
QLD1,2021/06/03 12:30:00,6052.82,273.28,TRADE
QLD1,2021/06/03 13:00:00,6072.05,266.38,TRADE
QLD1,2021/06/03 13:30:00,6155.69,264.39,TRADE
QLD1,2021/06/03 14:00:00,6148.56,283.97,TRADE
QLD1,2021/06/03 14:30:00,6232.47,268.81,TRADE
QLD1,2021/06/03 15:00:00,6306.35,250.20,TRADE
QLD1,2021/06/03 15:30:00,6374.61,112.22,TRADE
QLD1,2021/06/03 16:00:00,6452.58,1688.10,TRADE
QLD1,2021/06/03 16:30:00,6548.11,1498,TRADE
QLD1,2021/06/03 17:00:00,6829.06,1498.01,TRADE
QLD1,2021/06/03 17:30:00,7092.96,1706.41,TRADE
QLD1,2021/06/03 18:00:00,7255.43,2037.59,TRADE
QLD1,2021/06/03 18:30:00,7208.76,6309.72,TRADE
QLD1,2021/06/03 19:00:00,7139.8,6878,TRADE
QLD1,2021/06/03 19:30:00,6939.48,1894.29,TRADE
QLD1,2021/06/03 20:00:00,6884.38,-1.15,TRADE
QLD1,2021/06/03 20:30:00,6973.86,1953.64,TRADE
QLD1,2021/06/03 21:00:00,6812.4,1796.13,TRADE
QLD1,2021/06/03 21:30:00,6654.76,1923.17,TRADE
QLD1,2021/06/03 22:00:00,6402.58,1772.86,TRADE
QLD1,2021/06/03 22:30:00,6198.15,143.42,TRADE
QLD1,2021/06/03 23:00:00,6087.72,208.99,TRADE
QLD1,2021/06/03 23:30:00,5878.64,102.61,TRADE
QLD1,2021/06/04 00:00:00,5666.89,101.26,TRADE
QLD1,2021/06/04 00:30:00,5484.51,93.64,TRADE
QLD1,2021/06/04 01:00:00,5359.55,155.59,TRADE
