REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2021/10/01 00:05:00,5693.27,43.09,TRADE
QLD1,2021/10/01 00:10:00,5635.79,54,TRADE
QLD1,2021/10/01 00:15:00,5605.89,61.15,TRADE
QLD1,2021/10/01 00:20:00,5594.89,54.56,TRADE
QLD1,2021/10/01 00:25:00,5517.08,54,TRADE
QLD1,2021/10/01 00:30:00,5520.14,54.31,TRADE
QLD1,2021/10/01 00:35:00,5505.55,54.15,TRADE
QLD1,2021/10/01 00:40:00,5496.17,54.14,TRADE
QLD1,2021/10/01 00:45:00,5471.64,54,TRADE
QLD1,2021/10/01 00:50:00,5443.58,54,TRADE
QLD1,2021/10/01 00:55:00,5366.8,54,TRADE
QLD1,2021/10/01 01:00:00,5436.6,54,TRADE
QLD1,2021/10/01 01:05:00,5368.16,54.03,TRADE
QLD1,2021/10/01 01:10:00,5362.09,57.35,TRADE
QLD1,2021/10/01 01:15:00,5326.55,57.32,TRADE
QLD1,2021/10/01 01:20:00,5351.67,57,TRADE
QLD1,2021/10/01 01:25:00,5314.86,49.15,TRADE
QLD1,2021/10/01 01:30:00,5320.62,51.15,TRADE
QLD1,2021/10/01 01:35:00,5307,56.22,TRADE
QLD1,2021/10/01 01:40:00,5305.39,54.31,TRADE
QLD1,2021/10/01 01:45:00,5292.13,54.29,TRADE
QLD1,2021/10/01 01:50:00,5266.89,51.10,TRADE
QLD1,2021/10/01 01:55:00,5214.08,51.10,TRADE
QLD1,2021/10/01 02:00:00,5230.62,51.15,TRADE
QLD1,2021/10/01 02:05:00,5249.95,57.60,TRADE
QLD1,2021/10/01 02:10:00,5234.47,58.33,TRADE
QLD1,2021/10/01 02:15:00,5264.76,58.37,TRADE
QLD1,2021/10/01 02:20:00,5187.18,54.22,TRADE
QLD1,2021/10/01 02:25:00,5184.23,53.87,TRADE
QLD1,2021/10/01 02:30:00,5192.19,49,TRADE
QLD1,2021/10/01 02:35:00,5182.35,55.73,TRADE
QLD1,2021/10/01 02:40:00,5219.69,53.24,TRADE
QLD1,2021/10/01 02:45:00,5175.5,51.15,TRADE
QLD1,2021/10/01 02:50:00,5177.86,53.87,TRADE
QLD1,2021/10/01 02:55:00,5231.27,57.22,TRADE
QLD1,2021/10/01 03:00:00,5242.02,57.23,TRADE
QLD1,2021/10/01 03:05:00,5195.93,51.10,TRADE
QLD1,2021/10/01 03:10:00,5146.67,41.15,TRADE
QLD1,2021/10/01 03:15:00,5155.22,41.15,TRADE
QLD1,2021/10/01 03:20:00,5192.27,48.67,TRADE
QLD1,2021/10/01 03:25:00,5167.62,45.74,TRADE
QLD1,2021/10/01 03:30:00,5195.72,48.99,TRADE
QLD1,2021/10/01 03:35:00,5165.26,48.34,TRADE
QLD1,2021/10/01 03:40:00,5145.43,51.15,TRADE
QLD1,2021/10/01 03:45:00,5173.05,48.34,TRADE
QLD1,2021/10/01 03:50:00,5183.44,48.66,TRADE
QLD1,2021/10/01 03:55:00,5166.49,48.64,TRADE
QLD1,2021/10/01 04:00:00,5193.95,51.15,TRADE
QLD1,2021/10/01 04:05:00,5216.87,52.17,TRADE
QLD1,2021/10/01 04:10:00,5269.17,63.10,TRADE
QLD1,2021/10/01 04:15:00,5216.48,49.97,TRADE
QLD1,2021/10/01 04:20:00,5244.94,51.15,TRADE
QLD1,2021/10/01 04:25:00,5228.75,55.31,TRADE
QLD1,2021/10/01 04:30:00,5231.35,51.15,TRADE
QLD1,2021/10/01 04:35:00,5238.71,50,TRADE
QLD1,2021/10/01 04:40:00,5269.93,50.03,TRADE
QLD1,2021/10/01 04:45:00,5224.31,50.30,TRADE
QLD1,2021/10/01 04:50:00,5270.91,51.10,TRADE
QLD1,2021/10/01 04:55:00,5302.03,51.15,TRADE
QLD1,2021/10/01 05:00:00,5254.13,51.03,TRADE
QLD1,2021/10/01 05:05:00,5338.38,57.73,TRADE
QLD1,2021/10/01 05:10:00,5378.68,57.96,TRADE
QLD1,2021/10/01 05:15:00,5464.79,59.71,TRADE
QLD1,2021/10/01 05:20:00,5467.78,57.25,TRADE
QLD1,2021/10/01 05:25:00,5497.08,55.93,TRADE
QLD1,2021/10/01 05:30:00,5505.72,55.56,TRADE
QLD1,2021/10/01 05:35:00,5517.01,47.86,TRADE
QLD1,2021/10/01 05:40:00,5496.1,47.23,TRADE
QLD1,2021/10/01 05:45:00,5612.15,47.63,TRADE
QLD1,2021/10/01 05:50:00,5596.07,47.81,TRADE
QLD1,2021/10/01 05:55:00,5596.84,45.87,TRADE
QLD1,2021/10/01 06:00:00,5621.3,46.13,TRADE
QLD1,2021/10/01 06:05:00,5674.22,48.50,TRADE
QLD1,2021/10/01 06:10:00,5772.03,97.73,TRADE
QLD1,2021/10/01 06:15:00,5790.62,63.15,TRADE
QLD1,2021/10/01 06:20:00,5736.25,48.48,TRADE
QLD1,2021/10/01 06:25:00,5794.97,48.83,TRADE
QLD1,2021/10/01 06:30:00,5771.3,48.50,TRADE
QLD1,2021/10/01 06:35:00,5842.28,51.15,TRADE
QLD1,2021/10/01 06:40:00,5899.08,60.80,TRADE
QLD1,2021/10/01 06:45:00,5894.13,46.33,TRADE
QLD1,2021/10/01 06:50:00,5962.42,44.09,TRADE
QLD1,2021/10/01 06:55:00,5945.55,48.31,TRADE
QLD1,2021/10/01 07:00:00,5994.1,48.14,TRADE
QLD1,2021/10/01 07:05:00,6051.26,48.50,TRADE
QLD1,2021/10/01 07:10:00,6036.07,49.36,TRADE
